,abstract_id,line_id,abstract_text,line_number,total_lines,target
105996,25701171,25701171_12_20,"Enrolment was stopped on Feb 2 , 2011 , after a recommendation from the independent data monitoring committee .",12,20,RESULTS
114365,26180145,26180145_2_14,"The IEMT consisted of 5 sets of 10 repetitions , twice a day , 5 days per week for 3 weeks , at a training workload equivalent to 30 % of maximal respiratory pressures .",2,14,METHODS
97144,25743367,25743367_9_11,"Adjunctive exercise training in depressed inpatients improves physical fitness , MetS factors , and psychological outcome .",9,11,CONCLUSIONS
4618,25036199,25036199_14_20,Postoperative epidural hematoma and empyema occurred in the control group but not in the study group .,14,20,RESULTS
64614,25152504,25152504_1_8,We conducted a group randomized controlled trial with counties as the unit of randomization that evaluated two interventions based on health priorities identified by the community : ( 1 ) promotion of healthy eating and physical activity ; and ( 2 ) promotion of breast and cervical cancer screening .,1,8,METHODS
113044,26080888,26080888_10_12,"The rates of resorption of material at the same rate of the root were 5.8 % , 7.2 % and 40.9 % for ZOE , Vitapex and MPRCF at the end of 12 months .",10,12,RESULTS
149537,24997747,24997747_7_13,"In addition , the mean number of times that patients pushed the patient-controlled analgesia button differed significantly between groups over time ( P = .01 ) .",7,13,RESULTS
100432,24801219,24801219_0_8,"To investigate effects and functional mechanism of compound Congrongyizhi Capsule ( CCRC ) , a Chinese medicine , on cognitive functions against amnestic mild cognitive impairment ( aMCI ) patients with functional magnetic resonance imaging ( fMRI ) based on n-back task .",0,8,OBJECTIVE
4731,24556095,24556095_4_12,Long-term follow-up was achieved in 173 patients ( 91 % ) .,4,12,RESULTS
12412,25632615,25632615_2_9,Eighty cases were recruited and divided into sublingual and oral groups .,2,9,METHODS
153794,24951020,24951020_9_11,A large trial comparing fibrinogen concentrate and cryoprecipitate in the management of children with acute acquired hypofibrinogenemia during heart surgery is feasible .,9,11,CONCLUSIONS
53824,24670774,24670774_7_9,"Delayed urinary catheter removal was associated with a higher incidence of urinary tract infections ( 15 % ) , delayed ambulation time ( 10.3 h ) and longer hospital stay ( 5.6 days ) compared to the early ( 1.4 % , 4.1 h and 3.2 days respectively ) and intermediate ( 3.7 % , 6.8 h and 3.4 days respectively ) removal groups .",7,9,RESULTS
88391,24585720,24585720_5_14,"Between December 2004 and March 2008 , 56 patients were randomised to arm A , 55 to arm B.",5,14,RESULTS
13723,24513787,24513787_5_15,Primary outcome measure is treatment efficacy defined as the incidence of biopsy-proven acute rejection and estimated creatinine clearance .,5,15,METHODS
120553,24467875,24467875_1_10,"The purpose of this study was to determine whether an innovative home-based walking exercise program for patients with peripheral artery disease ( PAD ) improves self-efficacy for walking , desire for physical competence , satisfaction for physical functioning , social functioning , and acceptance of PAD related pain and discomfort .",1,10,BACKGROUND
24684,24954936,24954936_7_8,"There was no difference in student performance between the classroom and online sections , suggesting that online delivery is an effective way to teach students about immunization .",7,8,CONCLUSIONS
134569,25577501,25577501_2_11,This program was part of a combined intervention with physical exercise .,2,11,METHODS
162011,24578164,24578164_9_12,"Outpatient management of worsening HF portends a high risk of death , similar to inpatient HF events , and may be equally sensitive to the effects of therapy .",9,12,CONCLUSIONS
42588,25032771,25032771_6_13,The patients and the radiographic examiner were blinded to group assignment .,6,13,METHODS
89335,24377413,24377413_2_8,A follow-up study collecting data at 18 and 36 months after starting both programs .,2,8,METHODS
21209,25500372,25500372_2_12,Randomised multicentre clinical trial .,2,12,METHODS
10018,25074767,25074767_6_11,"The environmental risk model with the factors age , alcohol use , allergy , education , sunlight exposure , fish consumption , and physical exercise showed an AUC of 0.80 ( 95 % confidence interval [ CI ] 0.76-0 .84 ) in the training set .",6,11,RESULTS
126619,25140044,25140044_11_15,Lung age also increased with increased pack-years .,11,15,RESULTS
105344,24220254,24220254_2_17,All patients underwent magnetic resonance imaging and low-dose computed tomographic ( CT ) perfusion after signing an informed consent .,2,17,METHODS
13050,24269547,24269547_2_16,A prospective randomized study was performed on children between 1 year and 16 years who underwent sedoanalgesia to perform diagnostic or therapeutic procedures .,2,16,METHODS
129082,24353023,24353023_12_18,Trough tapentadol concentrations increased during repeat dosing until reaching steady-state by the third dose .,12,18,METHODS
162553,26290082,26290082_5_14,"At eight years , the reoperation rate was 15 % ( 691 no reoperation ; 119 reoperation ) .",5,14,RESULTS
52997,24475777,24475777_0_13,A 6-month phase 2 study of fingolimod demonstrated efficacy and safety in Japanese patients with relapsing-remitting multiple sclerosis ( MS ) .,0,13,BACKGROUND
148904,24803100,24803100_4_11,Regimens were crossed over after a 14 day wash-out period and switched regimens were continued for another 14 days .,4,11,METHODS
97679,25877963,25877963_21_24,These findings support the routine use of efavirenz 400 mg .,21,24,CONCLUSIONS
54964,25052361,25052361_5_21,"Ischemic cardiomyopathy was present in 56 % , history of hypertension in 76 % , diabetes in 39 % , impaired renal function in 33 % , thyroid dysfunction in 12 % , and malignoma in 7 % .",5,21,RESULTS
150625,24245778,24245778_0_8,The question-behaviour effect ( QBE ) refers to the finding that measuring behavioural intentions increases performance of the relevant behaviour .,0,8,OBJECTIVE
22785,26043228,26043228_9_14,"Total , pelvic , and arm-leg BMC decreased during weight maintenance in the control group ( P < .0001 ) , but not significantly in the liraglutide group .",9,14,RESULTS
172641,24473774,24473774_5_13,"For anxiety , more children scored in the at-risk/clinical range at 1 month ( 25.2 % vs 15 % ; P = .001 ) , but then reverted to expected levels .",5,13,RESULTS
97389,26116315,26116315_19_20,National Institute of Neurological Disorders and Stroke .,19,20,BACKGROUND
151911,24929350,24929350_4_11,"The corresponding total bleeding rates were 68 % , 39 % , 35 % , 34 % , and 38 % ( heparin ) .",4,11,RESULTS
159690,24560453,24560453_17_18,EndoChoice .,17,18,BACKGROUND
161249,25552609,25552609_9_11,"Importantly , if the programme is noted to be effective , it could be easily performed by patients within their home environment or under the guidance of available allied health professionals .",9,11,CONCLUSIONS
158119,24481686,24481686_11_13,"This brief intervention was effective in improving student clinicians ' ability , attitude towards , and confidence in shared decision making facilitation .",11,13,CONCLUSIONS
16183,25061882,25061882_13_17,"After 1158 moxibustion treatments , 121 adverse events included first ( n = 6 ) and second degree ( n = 113 ) burns , pruritus and fatigue ( n = 2 ) .",13,17,RESULTS
68842,24259042,24259042_7_11,"Age-adjusted 180-day mortality was lower in women ( 15.8 % vs. 18.5 % , hazard ratio 0.74 ; 95 % confidence interval 0.59-0 .93 , P = 0.010 ) , but multivariable risk-adjusted mortality was similar in both sexes , mainly attributable to lower blood urea nitrogen , higher LVEF , and higher systolic blood pressure in women compared with men .",7,11,RESULTS
53901,24490608,24490608_7_8,Nintedanib and/or afatinib demonstrated limited anti-tumor activity in unselected advanced castration-resistant prostate cancer patients .,7,8,CONCLUSIONS
70336,24977342,24977342_0_12,Short-term advantages to laparoscopic surgery are well described .,0,12,BACKGROUND
121623,24488324,24488324_2_12,"Two studies were conducted in total of 22 healthy subjects : a randomized , two-Latin-square crossover , dose proportional study ( n = 12 ) and a randomized two-way crossover food-effect study ( n = 10 ) .",2,12,METHODS
98826,26088268,26088268_9_19,"Reversal of diluted thrombin time ( dTT ) , ecarin clotting time ( ECT ) , activated partial thromboplastin time ( aPTT ) , and thrombin time ( TT ) were secondary endpoints assessed by measuring the area under the effect curve from 2 h to 12 h ( AUEC2-12 ) after dabigatran etexilate ingestion on days 3 and 4 .",9,19,METHODS
153103,26028518,26028518_1_22,Combined docetaxel and estramustine improves survival in patients with castration-resistant prostate cancer .,1,22,BACKGROUND
33215,24902473,24902473_3_13,"The primary endpoint was the proportion of patients with a 50 % reduction in 28-day seizure rate during the 12-week maintenance phase , as compared with baseline .",3,13,METHODS
31561,25102297,25102297_6_12,"In group B ( n = 175 ) , PDT percutaneous dilatational tracheostomy was performed solely on the basis of physical landmarks .",6,12,METHODS
18877,25296623,25296623_4_13,Both groups received behavioral support .,4,13,METHODS
133634,24386906,24386906_4_13,"Moreover , only one study examined the effectiveness of MBSR in partners of cancer patients .",4,13,BACKGROUND
167481,24559010,24559010_9_10,"Gender differences in the physiological response to spinning ( body temperature , mean blood pressure and heart rate ) can be explained in part by the distinct physical characteristics of each individual .",9,10,CONCLUSIONS
79656,25904494,25904494_1_15,Asymptomatic recurrence poses a difficult clinical problem as it is associated with an equally increased risk of stroke and death compared with symptomatic AF events .,1,15,BACKGROUND
121591,24725276,24725276_9_17,"Participants and caregivers , but not study investigators , are blind to treatment allocation .",9,17,METHODS
44358,24386491,24386491_8_17,Safety was assessed according to the Common Terminology Criteria for Adverse Events .,8,17,METHODS
52177,25053182,25053182_6_7,"In patients undergoing heart transplantation , levosimendan-based strategy may be associated with better renal function when compared to standard therapy .",6,7,CONCLUSIONS
10105,25920297,25920297_7_16,"Patients were asked to assess their nausea and vomiting at 2 , 6 , 12 , and 24 hours postoperatively , and at discharge .",7,16,METHODS
144570,24561207,24561207_4_18,Demographic data/clinical characteristics were collected .,4,18,METHODS
44622,24986781,24986781_7_9,The response to Peg-interferon/ribavirin therapy in `` real world '' clinical practice is distinctly lower than in registration trials .,7,9,CONCLUSIONS
154591,25249453,25249453_11_15,"The adjusted effect of providing free glasses ( 0.10 , 0.002 to 0.19 ) was greater than parental education ( 0.03 , -0.04 to 0.09 ) or family wealth ( 0.01 , -0.06 to 0.08 ) .",11,15,RESULTS
172959,25377986,25377986_4_7,"Postoperative IPF increase , VAS score decrease , and Sinonasal Outcome Test-20 score decrease were statistically more significant in the EC group , compared with the RFTR group .",4,7,RESULTS
103840,24596910,24596910_4_7,"In subgroup B , the plasma treatment increased the shear bond strength , but the differences were not statistically significant .",4,7,RESULTS
170175,26196502,26196502_8_14,"Rates of sustained virologic response across all genotypes were 97.0 % ( 95 % CI , 91.6 to 99.4 ) , 76.0 % ( 95 % CI , 61.8 to 86.9 ) , and 98.1 % ( 95 % CI , 89.7 to 100 ) , respectively .",8,14,RESULTS
51337,24918911,24918911_2_12,"This leads to the assumption that the behavior of the RA , as a coronary graft , is similar to that of the LITA , when skeletonized .",2,12,BACKGROUND
149950,25145377,25145377_10_12,Craving reduction is associated with increased varenicline concentrations .,10,12,CONCLUSIONS
72991,24795163,24795163_1_12,Combining transcutaneous electrical nerve stimulation ( TENS ) with task-related trunk training ( TRTT ) has been shown to enhance the recovery of lower limb motor function .,1,12,BACKGROUND
59446,24621831,24621831_11_14,POCD was significant among the 3 groups ( P = 0.003 ) .,11,14,RESULTS
54205,24606877,24606877_8_13,Both questionnaire versions had low response rates : only 15 % of health professionals named colleagues in the longer questionnaire and 13 % in the shorter version .,8,13,RESULTS
136454,24953794,24953794_2_17,Twelve patients with noninfectious scleritis refractory to systemic corticosteroid and 1 other systemic immunosuppressive agent were enrolled from January 2007 to March 2010 .,2,17,METHODS
8366,25148838,25148838_9_11,"Efficacy of rivaroxaban vs. warfarin was similar in patients with and without SVD ; however , the observed risk of bleeding was higher with rivaroxaban in patients with SVD but was the same among those without SVD .",9,11,CONCLUSIONS
23332,25617202,25617202_12_16,"Offering self-collection of samples for HPV testing by community health workers during home visits resulted in a four-fold increase in screening uptake , showing that this strategy is effective to improve cervical screening coverage .",12,16,CONCLUSIONS
39660,24282872,24282872_6_16,Three replicate experiments were carried out to check for repeatability and consistency of the assay .,6,16,METHODS
106776,25911172,25911172_3_14,"Consenting patients were eligible if they had a simple fistula that was closed after surgery and remained closed 7 days after surgery , understood study procedures and requirements , and agreed to return for follow-up 3 months after surgery .",3,14,METHODS
94383,24811601,24811601_6_13,"Intraoperative outflow vein diameter increased 5 % ( p = 0.14 ) in the placebo group compared with 13 % ( p = 0.01 ) , 15 % ( p = 0.07 ) and 12 % ( p < 0.001 ) , in the low , medium and high groups , respectively .",6,13,RESULTS
63346,25785967,25785967_13_16,The proportion of patients with adverse events was similar in the two groups .,13,16,RESULTS
134997,25475110,25475110_8_10,Selective treatment of women 65years with aspirin may improve net benefit .,8,10,CONCLUSIONS
134078,24570011,24570011_14_15,Ultravision improves visibility during laparoscopic surgery and reduces delays in surgery for smoke clearance and camera cleaning .,14,15,CONCLUSIONS
131038,24290414,24290414_8_15,No serious adverse events were observed .,8,15,RESULTS
107990,24589310,24589310_14_17,An exploratory interim analysis halfway after introduction of low-dose MDCT will be conducted to assess whether this protocol is clearly inferior or superior to the current standard .,14,17,METHODS
103668,25589326,25589326_0_15,"Existing anthelmintic drugs ( eg , albendazole and mebendazole ) have low efficacy against the intestinal nematode species Trichuris trichiura and the drug pipeline is exhausted .",0,15,BACKGROUND
34689,25189855,25189855_8_13,Increases in the former and decreases in the latter correlated with linear growth .,8,13,RESULTS
58421,25051839,25051839_1_8,"A total of 200 patients with schistosomiasis liver fibrosis were randomly divided into a control group and a treatment group , and 100 patients in each group were respectively administered with oral silibinin alone and oral silibinin combined with Ruangan pills , respectively .",1,8,METHODS
48189,24460318,24460318_5_8,"Constructs such as communication , clinic flow , sensemaking , change valence , and resource availability were positively associated with EBI implementation or trended toward significance .",5,8,RESULTS
29205,25830422,25830422_0_12,Laparoscopic resection of colorectal cancer is widely used .,0,12,BACKGROUND
50209,25651247,25651247_2_12,"We randomly assigned patients with suspected stroke to receive either intravenous magnesium sulfate or placebo , beginning within 2 hours after symptom onset .",2,12,METHODS
172256,24382580,24382580_16_17,Swiss National Science Foundation and Bangerter-Rhyner Stiftung .,16,17,BACKGROUND
165375,24375296,24375296_2_13,"Between June 1998 and December 2006 , patients with gastric adenocarcinoma were assigned randomly to either D1 or D2 gastrectomy .",2,13,METHODS
23070,25286913,25286913_3_11,A microelectromechanical system pressure sensor was permanently implanted in all participants during right heart catheterization .,3,11,RESULTS
171699,24331773,24331773_2_12,Families were randomly assigned to immediate start-up of treatment or to a 12-week waiting list condition .,2,12,METHODS
9550,24980811,24980811_1_9,Patients with H.pylori infection were randomly assigned to three therapy groups .,1,9,METHODS
26357,25661906,25661906_2_18,We randomly assigned 80 patients undergoing elective ascending and transverse aortic arch repair using deep hypothermic circulatory arrest to receive either aPRP ( n = 38 ) or no aPRP ( n = 42 ) .,2,18,METHODS
78456,24332524,24332524_2_10,"This trial aims to examine the effects of oligofructose-enriched inulin on glycemic status , inflammation markers , and metabolic endotoxemia in female patients .",2,10,OBJECTIVE
98137,25794112,25794112_5_7,"Xenon delivery lasted 55 to 120 minutes , using 174 mL/h ( 117.5-193 .2 ) ( median [ interquartile range ] ) , after circuit priming ( 1300 mL ) .",5,7,RESULTS
44397,25135364,25135364_5_17,Patients with viability were randomized to an invasive strategy or an ischemia-guided strategy .,5,17,METHODS
141592,24529259,24529259_5_17,The study participants will be 115 youth ages 8-15 y ( 45 with the syndrome and 70 without the syndrome but categorized as obese ) .,5,17,METHODS
7368,25212990,25212990_7_12,The limb circumference at 10 cm above the superior patellar pole or below the inferior patellar pole and the pain score in group B were significantly decreased compared with that in group A at any time point .,7,12,RESULTS
161866,25599828,25599828_8_20,Educational differences were examined with grouptimeeducation interaction terms .,8,20,METHODS
86076,26521582,26521582_6_10,"The total effective rate on enhancing the vision of patients in the Erlong Xizhu acupuncture group was 93.10 % ( 54/58 ) , which was superior to 81.36 % ( 48/59 ) in the conventional acupuncture group ( P < 0.01 ) .",6,10,RESULTS
121706,25239088,25239088_0_13,"The snatch-farrowed porcine-colostrum-deprived ( SF-pCD ) pig model , in which neonates are raised on commercially available bovine colostrum , is an alternative model for porcine infectious disease research .",0,13,BACKGROUND
148056,24250318,24250318_4_8,Student 's T and chi-square tests were used for tests of significance set at P < 0.05 .,4,8,METHODS
20956,24285844,24285844_1_10,Subjects had been previously selected to be seronegative for HSV-1 and HSV-2 .,1,10,BACKGROUND
84042,25305376,25305376_15_18,Results suggest that the program helped individuals to increase their consumption of fruit and vegetables and to sustain this over a 6-month period .,15,18,CONCLUSIONS
81214,25198030,25198030_9_13,"At the end of therapy , the total medication score of the active group decreased significantly by a maximum of 51 % ( p < 0.05 ) , whereas the total medication score of the placebo group had an insignificant decrease .",9,13,RESULTS
38938,25487877,25487877_1_10,"In this multicenter , prospective , randomized , open-label , 3-period , Latin-square crossover clinical study , 28 patients with POAG or OHT whose IOP level was 21 mmHg or higher were subdivided into three groups .",1,10,METHODS
79879,25304838,25304838_5_11,Adverse effects of butylscopolamine were also examined .,5,11,METHODS
96961,25332317,25332317_0_13,The antiproteinuric effect of a renin-angiotensin-aldosterone system blockade can be magnified by dietary salt restriction .,0,13,OBJECTIVE
155398,25581612,25581612_12_13,These results document that 2 years of triple therapy or tumor necrosis factor plus methotrexate treatment in early RA does not eliminate MRI evidence of joint inflammation .,12,13,CONCLUSIONS
5942,25413974,25413974_12_15,This is the first study to examine the effectiveness of SAAF .,12,15,CONCLUSIONS
98538,24631433,24631433_2_11,Data from the 2 surgical groups were combined to examine the change in cost for UI management over 24 months .,2,11,METHODS
58085,24517059,24517059_8_13,"The markedly effective rate of the low dose JHG group ( 86.7 % ) was higher than that of the placebo control group ( 55.3 % , P = 0.001 ) .",8,13,RESULTS
167205,24448992,24448992_6_10,"Of the 396 patients studied , 57 ( 14.4 % ) patients worsened during the 7 days after inclusion .",6,10,RESULTS
74471,24996511,24996511_4_10,"Primary care patients with a Turkish , Polish , Russian or Italian migration background with a diagnosis of depressive disorder or chronic low back pain will be included and randomly allocated to the intervention group or the control group .",4,10,METHODS
83160,24863677,24863677_7_13,"GBI Total Scores varied markedly ( range -19 to +69 ) , but on average showed improvement ( median +27 , interquartile range 18-36 ) , most evidently in the GBI Physical Health Score ( median +83 ) , after tonsillectomy .",7,13,RESULTS
13355,24886455,24886455_9_16,"Outcomes will be assessed at baseline , and at 3 , 6 , and 12months after inclusion .",9,16,METHODS
92546,24458074,24458074_3_12,Albumin and body mass index were measured up to 6 years and predialysis C-reactive protein and IL-6 were measured up to 3 years in a subset of 405 participants .,3,12,METHODS
41312,25064721,25064721_9_14,All supportive end points corroborated the results of the primary efficacy analysis .,9,14,RESULTS
49709,24321569,24321569_11_13,Both LGP and LMGB are effective weight loss procedures .,11,13,CONCLUSIONS
90137,25190230,25190230_11_13,This supports pre-implantation Holter monitoring of patients selected for CRT for optimal outcome .,11,13,CONCLUSIONS
112911,25008457,25008457_4_13,All staff and leadership from the participating clinics were eligible to participate .,4,13,METHODS
128438,24882434,24882434_4_15,"The primary endpoint was PFS , analysed for the overall population and by BRCA status .",4,15,METHODS
95456,25727139,25727139_11_13,Postsurgical ES enhanced sensory reinnervation in patients who sustained complete digital nerve transection .,11,13,CONCLUSIONS
75197,25921377,25921377_5_15,The primary end point was adequate relief of FD symptoms for 5 weeks of the last 10 weeks ( of 12 ) .,5,15,METHODS
120223,25813656,25813656_5_10,"No significant effects on SPL were found for tadalafil PRN vs placebo , or for the nerve-sparing score .",5,10,RESULTS
157962,25450275,25450275_5_11,Death without brain metastasis was considered a competitive risk to calculate the cumulative risk of brain metastasis .,5,11,METHODS
136086,24269858,24269858_13_16,"At last follow-up , there was a significantly higher number of patients in Group 1 who complained of persistent anterior thigh or groin pain than Group 2 ( 8 vs. 0 patients ) ( OR 16.470 ; 90 % CI 1.477-183 .700 ; p = .006 ) .",13,16,RESULTS
146606,24943283,24943283_4_10,The primary outcome was a change in body mass index ( BMI ) Z score ; other outcomes were changes in waist circumference and blood pressure .,4,10,METHODS
37149,25514106,25514106_1_11,"Higher treatment satisfaction is associated with greater persistence with these therapies , which is associated with better outcomes .",1,11,BACKGROUND
118245,25012003,25012003_0_12,Recurrence rates of between 5 % and 25 % have been reported following surgery for chronic subdural hematoma ( CSH ) .,0,12,OBJECTIVE
144960,25563737,25563737_5_8,"The whey protein-enriched beverage led to increased plasma concentrations of cholecystokinin ( CCK ) at 60 and 75min ( P < 0.05 ) , glucagon-like peptide-1 ( GLP-1 ) at 90min ( P < 0.001 ) , peptide tyrosine-tyrosine ( PYY ) at 90 and 120min ( P < 0.01 ) and pancreatic polypeptide ( PP ) from 15 to 120min ( P < 0.05 ) compared with maltodextrin carbohydrate .",5,8,RESULTS
177026,25440652,25440652_6_11,"Twenty minutes of either clamped or unclamped percutaneous superior vena cava neck catheter drainage , during mitral valve repair .",6,11,METHODS
10758,24377663,24377663_8_11,A girth of 10cm of the leg was found in limb reduction when compared to the electrostimulated one ( 24.73.1 versus 26.44.0 cm ; p = 0.03 ) .,8,11,RESULTS
87392,25611582,25611582_6_9,"In PAI , better baseline scores on the physical function and general health scales predicted greater bout-related MVPA increases ( P < 0.05 ) , and greater bout-related MVPA increases were associated with greater post-intervention improvements on the physical function , bodily pain , and general health scales ( P < 0.05 ) .",6,9,RESULTS
72066,24260516,24260516_7_14,The ( 2 ) test was used for the qualitative measurements of streak artifacts in veins while the Mann-Whitney U test was used for the qualitative measurements of images with BR .,7,14,METHODS
31033,25368252,25368252_5_10,"T-lymphocyte counts were higher in post-treatment compared to pre-treatment samples ( p = 0.025 ) , specifically in the CD8 subgroup after long-course treatment .",5,10,RESULTS
21213,25500372,25500372_6_12,"Occurrence and severity of headache were ascertained from self-administered questionnaires , completed at the end of each feeding period .",6,12,METHODS
114903,25080462,25080462_8_12,rhGH increased glutamine de novo synthesis ( P < 0.02 ) and plasma concentrations ( P < 0.03 ) in both fasting and fed states .,8,12,RESULTS
150599,25629790,25629790_4_12,"Data were available for 154 Asian patients ( 80 linagliptin , 74 placebo ) .",4,12,RESULTS
162798,25417983,25417983_7_11,Blinded experts evaluated performance using a predefined evaluation toolcreated specifically for the scenario,7,11,METHODS
133360,24385117,24385117_5_10,Safety evaluations included adverse events and laboratory assessments .,5,10,METHODS
88863,25641761,25641761_5_11,The mean of sexual quotient score improved after treatment ( P = 0.001 ) .,5,11,RESULTS
31993,24641585,24641585_9_10,A 20-week dietetic intervention associated with increased physical exercise reduced psoriasis severity in systemically treated overweight or obese patients with active psoriasis .,9,10,CONCLUSIONS
88838,24252475,24252475_9_15,Participants will receive either immediate or delayed access to guided CBT self-help classes - the eight session LLTTF course .,9,15,METHODS
127918,24642073,24642073_1_8,"The sample comprised 22 healthy , nicotine-nave men ( mean age = 20.91 years ; standard deviation = 2.43 ) .",1,8,METHODS
135888,24638908,24638908_11_16,"In intention-to-treat analysis , no reduction in the risk of CVD or secondary CVD outcomes was seen for the DHA+EPA ( primary outcome : hazard ratio [ HR ] , 0.95 ; 95 % CI , 0.78-1 .17 ) or lutein + zeaxanthin ( primary outcome : HR , 0.94 ; 95 % CI , 0.77-1 .15 ) groups .",11,16,RESULTS
28461,24845609,24845609_7_10,"At 7 days , the response to therapy assessed by the Lille model was significantly lower in the prednisolone group ( n = 58 ) than in the pentoxifylline group ( n = 5 9 ) : 0.35 vs. 0.50 ( p = 0.012 ) .",7,10,RESULTS
77913,24299607,24299607_6_16,The participants will be randomly assigned to the experimental group and the control group at a ratio of 1:1 .,6,16,METHODS
35657,24276838,24276838_8_15,Fifty-one ( 49 % ) received MgSO4 .,8,15,RESULTS
53554,24658473,24658473_7_15,Pain Management Center in Germany .,7,15,METHODS
162221,24460545,24460545_11_12,"RV functional analysis utilizing CT-TAPSE is simple and reproducible methodology , and is in close agreement with Echo-TAPSE .",11,12,CONCLUSIONS
49865,25381858,25381858_10_11,Lipopolysaccharide promotes eosinophilic airway inflammation in patients with asthma despite being on maintenance treatment with ICS .,10,11,CONCLUSIONS
66933,25502137,25502137_4_10,A convenience sample of 54 subjects was randomized to 1 of the 3 training arms .,4,10,RESULTS
178827,24712568,24712568_3_11,Insulin resistance and inflammatory markers were measured at baseline and 24 weeks .,3,11,METHODS
151323,24338186,24338186_10_11,"MKC improved the prognosis of patients with acute coronary syndrome , possibly through inhibiting the platelet aggregation , fighting against inflammation , and protecting the vascular endothelial function .",10,11,CONCLUSIONS
1037,24488838,24488838_0_10,Anorexia nervosa ( AN ) is a severe illness with high rates of relapse .,0,10,OBJECTIVE
118457,24322377,24322377_2_9,The primary endpoint was progression-free survival ( PFS ) .,2,9,METHODS
52023,24606087,24606087_3_13,"This was a randomized , double-blind , placebo-controlled rhIGF-I/rhIGFBP -3 administration study at Southampton General Hospital ( Southampton , United Kingdom ) .",3,13,METHODS
136393,24852500,24852500_1_11,This study investigated whether intraoperative EEG suppression was an independent predictor of 90 day postoperative mortality and explored risk factors for EEG suppression .,1,11,BACKGROUND
57988,24907420,24907420_0_11,To compare the efficacy of selective hepatic vascular exclusion versus Pringle manoeuvre in partial hepatectomy for tumours adjacent to the hepatocaval junction .,0,11,OBJECTIVE
125015,24603643,24603643_9_10,"As a fixed-dose antiemetic drug combination , NEPA along with a single dose of DEX on day 1 offers guideline-based prophylaxis with a convenient , single-day treatment .",9,10,CONCLUSIONS
148770,25182805,25182805_5_14,"Fractional anisotropy ( FA ) , mean diffusivity ( MD ) , and measures of diffusion direction ( 1-3 ) were calculated .",5,14,METHODS
96432,25107685,25107685_10_14,"In addition , boys with epilepsy had a higher rate of neurological comorbidities .",10,14,RESULTS
27394,25946938,25946938_8_14,"Fatigue was measured by a Fatigue Severity Scale ( FSS ) in the groups at immediately prior to , two and four weeks after the beginning of the intervention .",8,14,METHODS
107104,24668311,24668311_10_11,"In cases of AO type B or C fractures of the distal radius , volar locked plating provides anatomical stable fixation and early mobilization with better clinico-radiological outcome as compared to conservative treatment .",10,11,CONCLUSIONS
47440,25129681,25129681_8_13,Long-term outcomes did not differ between groups ( all P .30 ) .,8,13,RESULTS
90958,25854575,25854575_7_9,"At the same time , serum IL-2 and IFN - contents of the observation group were significantly higher than those of the control group , while serum IL-4 and IL-10 contents were significantly lower than those of the control group .",7,9,RESULTS
116996,25078409,25078409_5_17,All mares were in good health and exhibited differences in body weight and subcutaneous fat thickness .,5,17,METHODS
143338,25332331,25332331_2_8,This study was conducted to determine whether surgical infection outcomes in the intensive care unit ( ICU ) could be improved with the use of hypocaloric nutritional support .,2,8,OBJECTIVE
120685,24438121,24438121_2_10,Healthy volunteers ( N = 20 ) were recruited to receive a 0.05-mL ( 2U ) injection of BoTNA at four forehead sites ( medial forehead ( subcutaneous ( SC ) ) and temporal forehead ( intradermal ( ID ) ) ) .,2,10,METHODS
167662,26104939,26104939_5_11,"A total of 831 patients underwent post-RT biopsy , 398 were treated with RT alone and 433 with RT plus TAS .",5,11,RESULTS
147791,25326742,25326742_5_12,Patients were followed clinically for an average of 4 months .,5,12,METHODS
167011,24235903,24235903_2_6,"This study compared the potential sleep disruptive effects of a fixed dose of caffeine ( 400 mg ) administered at 0 , 3 , and 6 hours prior to habitual bedtime relative to a placebo on self-reported sleep in the home .",2,6,METHODS
165079,24383496,24383496_9_13,"Secondary outcome measures include time to VPS failure of any cause , reason for VPS failure ( infection , mechanical failure , or patient failure ) , types of bacterial VPS infection ( organism type and antibiotic resistance ) , and incremental cost per VPS failure averted .",9,13,METHODS
50968,24683594,24683594_7_10,"The highest mean bond strength value was obtained with the application of an intermediate layer of adhesive resin ( group B : 19.4 1.1 MPa ) ( p < 0.05 ) followed by group A ( 14.1 0.6 MPa ) and group C ( 10.4 0.8 MPa ) , which were also significantly different from one another ( p < 0.05 ) .",7,10,RESULTS
85957,25156854,25156854_11_13,"Multi-electrode ablation was superior in procedure duration and ablation time , with less complications .",11,13,CONCLUSIONS
80104,24356166,24356166_8_13,Demographic variables and mean ( SD ) body mass index ( 48.7 7.6 kg/m for SSS ; 49.9 8.6 kg/m for CSE ) were not different between groups .,8,13,RESULTS
138311,25582578,25582578_10_11,Combined diosmectite and mesalazine treatment successfully induced and maintained the treatment of active mild-to-moderate UC as indicated by higher rates of clinical remission and mucosal healing .,10,11,CONCLUSIONS
97052,24789736,24789736_0_8,We conducted a pilot study comparing problem solving therapy for primary care ( PST-PC ) to a dietary education control condition in middle-aged and older veterans with symptoms of emotional distress and subsyndromal depression .,0,8,OBJECTIVE
109539,24316936,24316936_0_6,To determine the effect of Parkinson 's disease-weight bearing exercise for better balance ( PD-WEBB ) exercise on balance impairment and falls in people with Parkinson 's disease ( PD ) .,0,6,OBJECTIVE
159524,25240493,25240493_5_14,Twenty subjects in whom AF had never been detected served as controls .,5,14,METHODS
